title,type,release_year,runtime,genres,lead_production_country,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,role,dbscan_cluster
Street Food: Asia,SHOW,2019,34,documentation,US,7.9,3011.0,4.086,7.8,Unknown,Unknown,0
Shimla Mirchi,MOVIE,2020,129,romance,IN,4.6,1646.0,3.845,6.633193712829227,Rajkummar Rao,ACTOR,9
A Home with a View,MOVIE,2019,91,comedy,HK,6.0,320.0,3.483,5.625,Louis Koo,ACTOR,85
You Cannot Hide,SHOW,2019,45,action,MX,6.4,1185.0,32.183,7.2,Blanca Soto,ACTOR,-1
Dragon Rider,MOVIE,2020,91,fantasy,ES,5.7,1842.0,16.625,7.3,Thomas Brodie-Sangster,ACTOR,-1
The Dirt,MOVIE,2019,108,comedy,US,7.0,51534.0,15.882,7.51,Douglas Booth,ACTOR,4
Maradona in Mexico,SHOW,2019,33,documentation,PE,7.2,1167.0,13.641,7.2,Diego Maradona,ACTOR,-1
No Good Nick,SHOW,2019,29,comedy,US,6.0,3210.0,12.134,7.0,Melissa Joan Hart,ACTOR,16
The Perfect Date,MOVIE,2019,93,comedy,US,5.8,40614.0,11.792,6.47,Noah Centineo,ACTOR,4
Franco Escamilla: bienvenido al mundo,MOVIE,2019,54,comedy,MX,7.1,266.0,11.251,8.6,Franco Escamilla,ACTOR,43
You've Got This,MOVIE,2020,111,comedy,MX,5.8,1392.0,10.928,7.876,Mauricio Ochmann,ACTOR,43
Twice Upon a Time,SHOW,2019,48,drama,FR,6.2,1112.0,10.918,6.532,Gaspard Ulliel,ACTOR,145
Unknown Origins,MOVIE,2020,96,comedy,ES,6.1,7198.0,10.172,6.198,Javier Rey,ACTOR,164
Ghost Stories,MOVIE,2020,144,horror,IN,6.540941965073206,21150.29081903414,7.144,5.203,Janhvi Kapoor,ACTOR,146
Dark Forces,MOVIE,2020,81,action,MX,2.7,654.0,4.868,4.4,Tenoch Huerta Mejía,ACTOR,-1
Graceful Friends,SHOW,2020,68,drama,KR,6.540941965073206,21150.29081903414,3.734,8.8,Yu Jun-sang,ACTOR,90
RattleSnake: The Ahanna Story,MOVIE,2020,135,drama,,4.9,119.0,19.267195915153582,6.633193712829227,Unknown,Unknown,38
Guatemala: Heart of the Mayan World,MOVIE,2019,66,documentation,GT,6.6,254.0,2.868,6.5,Luis Ara,DIRECTOR,-1
Ginny Weds Sunny,MOVIE,2020,125,drama,IN,5.7,4976.0,2.799,6.4,Yami Gautam,ACTOR,8
Upstarts,MOVIE,2019,112,drama,IN,6.7,903.0,2.248,7.1,Priyanshu Painyuli,ACTOR,8
Romance Is a Bonus Book,SHOW,2019,63,drama,KR,8.0,6189.0,21.527,7.67,Lee Jong-suk,ACTOR,90
Nailed It! France,SHOW,2019,34,reality,FR,6.6,119.0,1.47,7.3,Noémie Honiat,ACTOR,201
Silver Skates,MOVIE,2020,136,drama,RU,7.1,6639.0,13.751,7.733,Fedor Fedotov,ACTOR,-1
Unicorn Store,MOVIE,2019,92,drama,US,5.6,19936.0,12.103,6.0,Brie Larson,ACTOR,1
Airplane Mode,MOVIE,2020,96,comedy,BR,5.1,2760.0,10.837,6.281,Larissa Manoela,ACTOR,187
AK vs AK,MOVIE,2020,108,comedy,IN,6.9,14645.0,7.471,7.0,Anil Kapoor,ACTOR,24
Luka Chuppi,MOVIE,2019,126,romance,IN,6.3,12234.0,7.119,6.1,Kartik Aaryan,ACTOR,9
Evelyn,MOVIE,2019,100,documentation,GB,7.2,805.0,3.707,6.8,Orlando von Einsiedel,ACTOR,73
The Unknown Saint,MOVIE,2020,100,drama,FR,6.5,1324.0,2.974,6.432,Younes Bouab,ACTOR,96
The Red Sea Diving Resort,MOVIE,2019,130,drama,CA,6.6,28051.0,17.755,6.87,Chris Evans,ACTOR,58
Kidnapping Stella,MOVIE,2019,89,crime,DE,4.9,6308.0,14.901,5.3,Max von der Groeben,ACTOR,-1
The Last Kids on Earth,SHOW,2019,24,animation,US,7.3,1505.0,10.764,7.8,Bruce Campbell,ACTOR,32
A Life of Speed: The Juan Manuel Fangio Story,MOVIE,2020,92,documentation,AR,6.9,1854.0,6.967,7.3,Juan Manuel Fangio,ACTOR,188
Emily's Wonder Lab,SHOW,2020,13,drama,US,6.540941965073206,21150.29081903414,6.734,7.5,Emily Calandrelli,ACTOR,39
A Queen Is Born,SHOW,2020,44,reality,BR,6.1,158.0,2.672,6.6,Gloria Groove,ACTOR,205
Miracle in Cell No. 7,MOVIE,2019,132,drama,TR,8.2,50670.0,28.936,8.272,Aras Bulut İynemli,ACTOR,126
Abyss,SHOW,2019,63,scifi,KR,7.1,2786.0,22.183,8.297,Park Bo-young,ACTOR,147
Gigantosaurus,SHOW,2019,11,animation,FR,6.6,200.0,12.586,7.0,Dylan Schombing,ACTOR,100
18 Presents,MOVIE,2020,110,drama,IT,6.9,3985.0,10.675,7.449,Vittoria Puccini,ACTOR,51
El Pepe: A Supreme Life,MOVIE,2019,74,documentation,AR,7.1,2000.0,8.356,7.3,José Mujica,ACTOR,188
Team Kaylie,SHOW,2019,29,comedy,US,4.6,374.0,7.732,6.9,Kai Calhoun,ACTOR,16
Sol Levante,MOVIE,2020,4,scifi,JP,6.540941965073206,21150.29081903414,6.899,5.2,Akira Saitoh,DIRECTOR,124
Izzy's Koala World,SHOW,2020,16,family,AU,6.540941965073206,21150.29081903414,3.793,8.667,Izzy Bee,ACTOR,-1
Nneka the Pretty Serpent,MOVIE,2020,140,horror,NG,4.0,142.0,2.559,4.1,Idia Aisien,ACTOR,-1
We Are Legends,MOVIE,2019,108,action,HK,5.2,207.0,2.117,5.0,Lam Yiu-Sing,ACTOR,-1
Violet Evergarden: Eternity and the Auto Memory Doll,MOVIE,2019,90,drama,JP,7.4,5418.0,24.999,8.2,Yui Ishikawa,ACTOR,35
The Delivery Boy,MOVIE,2020,66,thriller,NG,6.2,95.0,1.671,5.0,Ibrahim Jammal,ACTOR,134
Rose Island,MOVIE,2020,117,drama,IT,7.0,22249.0,20.839,7.049,Elio Germano,ACTOR,51
Rim of the World,MOVIE,2019,98,comedy,US,5.2,24076.0,16.655,5.971,Jack Gore,ACTOR,4
Furie,MOVIE,2019,98,thriller,FR,5.6,3009.0,9.419,5.835,Adama Niane,ACTOR,178
Ethos,SHOW,2020,50,thriller,TR,6.540941965073206,21150.29081903414,9.305,7.829,Öykü Karayel,ACTOR,-1
Game Over,MOVIE,2019,102,drama,IN,6.9,7788.0,7.016,6.255,Taapsee Pannu,ACTOR,8
Forensic,MOVIE,2020,134,crime,IN,6.8,5513.0,3.08,6.7,Tovino Thomas,ACTOR,12
The Lift Boy,MOVIE,2019,107,comedy,IN,7.2,2835.0,2.711,6.6,Moin Khan,ACTOR,24
Les de l'hoquei,SHOW,2019,52,drama,ES,6.9,495.0,11.681,6.6,Natalia Barrientos,ACTOR,133
Go! Go! Cory Carson,SHOW,2020,9,animation,US,7.8,270.0,8.652,7.7,Alan C. Lim,ACTOR,32
Northern Rescue,SHOW,2019,44,drama,CA,7.0,4425.0,7.385,6.6,William Baldwin,ACTOR,56
Article 15,MOVIE,2019,130,crime,IN,8.1,34699.0,7.233,7.613,Ayushmann Khurrana,ACTOR,12
Classmates Minus,MOVIE,2020,122,drama,TW,7.1,1766.0,6.424,7.5,Ming-Shuai Shih,ACTOR,101
Bombay Rose,MOVIE,2019,97,animation,QA,6.2,608.0,5.699,6.558,Amit Deondi,ACTOR,-1
Firebrand,MOVIE,2019,116,drama,IN,5.2,288.0,4.97,5.8,Usha Jadhav,ACTOR,8
Asphalt Goddess,MOVIE,2020,126,drama,MX,5.1,201.0,3.579,6.8,Ximena Romo,ACTOR,70
Go! The Unforgettable Party,MOVIE,2019,60,music,AR,5.2,162.0,10.072,7.592,José Giménez-Zapiola,ACTOR,-1
Dave Chappelle: The Kennedy Center Mark Twain Prize,MOVIE,2020,86,comedy,US,7.4,2309.0,7.659,7.3,Dave Chappelle,ACTOR,4
Maria,MOVIE,2019,89,action,PH,5.0,2251.0,7.179,6.2,Cristine Reyes,ACTOR,-1
"¡Ay, mi madre!",MOVIE,2019,81,comedy,ES,3.9,440.0,5.872,4.3,Secun de la Rosa,ACTOR,164
Hospital,MOVIE,2020,89,horror,TW,3.2,487.0,4.887,5.938,Austin Lin,ACTOR,190
The Magic School Bus Rides Again: The Frizz Connection,MOVIE,2020,44,family,US,6.540941965073206,21150.29081903414,4.738,6.9,Unknown,Unknown,136
Ricky Zoom,SHOW,2019,12,animation,GB,6.4,102.0,4.268,7.2,Unknown,Unknown,20
Thambi,MOVIE,2019,150,thriller,IN,6.540941965073206,21150.29081903414,3.759,6.476,Karthi,ACTOR,13
27 Steps of May,MOVIE,2019,112,drama,ID,8.0,541.0,3.515,8.5,Raihaanun,ACTOR,120
Kannum Kannum Kollaiyadithaal,MOVIE,2020,162,drama,IN,7.7,7325.0,3.371,6.8,Dulquer Salmaan,ACTOR,8
Between Maybes,MOVIE,2019,107,drama,JP,6.2,194.0,1.923,4.0,Julia Barretto,ACTOR,35
Quam's Money,MOVIE,2020,114,comedy,NG,6.540941965073206,21150.29081903414,1.801,3.3,Falz,ACTOR,121
Mallesham,MOVIE,2019,131,drama,IN,8.3,1081.0,1.771,7.6,Priyadarshi Pullikonda,ACTOR,8
Sitara,MOVIE,2019,128,drama,IN,6.8,6.0,1.021,2.0,Sharmeen Obaid-Chinoy,DIRECTOR,8
Apache: The Life of Carlos Tevez,SHOW,2019,47,thriller,AR,7.3,1714.0,12.473,7.5,Balthazar Murillo,ACTOR,-1
Trading Paint,MOVIE,2019,87,drama,ES,4.5,2409.0,10.449,5.505,John Travolta,ACTOR,46
Masameer: The Movie,MOVIE,2020,112,animation,SA,6.0,2371.0,4.863,6.1,Abdulaziz Alshehri,ACTOR,-1
Alone/Together,MOVIE,2019,120,drama,PH,6.6,503.0,4.691,6.455,Liza Soberano,ACTOR,110
Stand by Me Doraemon 2,MOVIE,2020,96,animation,JP,7.5,4236.0,52.211,7.758,Wasabi Mizuta,ACTOR,22
Hikaru Utada Laughter in the Dark Tour 2018,MOVIE,2019,141,documentation,JP,8.1,105.0,3.197,7.167,Hikaru Utada,ACTOR,-1
Andhaghaaram,MOVIE,2020,171,thriller,IN,7.5,3846.0,2.316,7.7,Arjun Das,ACTOR,13
100% Halal,MOVIE,2020,100,drama,ID,6.6,61.0,1.795,6.633193712829227,Anisa Rahma,ACTOR,120
Reframe THEATER EXPERIENCE with you,MOVIE,2020,84,music,JP,6.540941965073206,21150.29081903414,1.507,5.75,Ayaka Nishiwaki,ACTOR,211
Loving is Losing,MOVIE,2019,91,drama,CO,6.540941965073206,21150.29081903414,0.759,4.8,Fernando Ayllón,DIRECTOR,-1
Back of the Net,MOVIE,2019,98,drama,AU,5.2,789.0,6.929,6.8,Sofia Wylie,ACTOR,143
Free Rein: Valentine's Day,MOVIE,2019,50,romance,US,6.540941965073206,21150.29081903414,6.836,7.6,Jaylen Barron,ACTOR,2
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,MOVIE,2019,30,comedy,US,6.540941965073206,21150.29081903414,5.414,6.2,Andy Samberg,ACTOR,4
Monster Run,MOVIE,2020,104,action,HK,5.1,470.0,4.645,4.4,Shawn Yue,ACTOR,-1
Super Monsters: Vida's First Halloween,MOVIE,2019,24,comedy,,5.9,37.0,2.372,4.5,Unknown,Unknown,139
Axone,MOVIE,2020,96,drama,IN,6.9,2276.0,1.682,5.938,Sayani Gupta,ACTOR,8
The Witcher: A Look Inside the Episodes,SHOW,2020,6,documentation,GB,7.0,169.0,25.935,5.706,Lauren Schmidt Hissrich,ACTOR,157
Sur Sapata,MOVIE,2019,128,drama,IN,7.6,50.0,1.185,8.5,Mangesh Kanthale,ACTOR,8
Your Name Engraved Herein,MOVIE,2020,118,drama,TW,7.3,6692.0,12.354,8.0,Edward Chen,ACTOR,101
Crime Diaries: Night Out,SHOW,2019,44,crime,MX,7.3,901.0,8.233,7.3,Unknown,Unknown,199
A Choo,MOVIE,2020,101,romance,TW,5.4,413.0,5.88,5.0,Kai Ko,ACTOR,-1
"Nisman. The Prosecutor, the President and the Spy",SHOW,2020,62,thriller,ES,7.5,611.0,5.281,6.7,Justin Webster,DIRECTOR,185
Nobody's Looking,SHOW,2019,24,comedy,BR,7.7,2223.0,4.84,7.2,Victor Lamoglia,ACTOR,171
Torbaaz,MOVIE,2020,132,drama,IN,5.1,17958.0,4.696,8.3,Sanjay Dutt,ACTOR,8
1994,SHOW,2019,178,documentation,MX,7.6,554.0,3.459,7.6,Luis Donaldo Colosio,ACTOR,192
Ni de coña,MOVIE,2020,97,comedy,CO,2.8,417.0,3.399,4.8,Nathalie Seseña,ACTOR,189
Mi amigo Alexis,MOVIE,2019,100,comedy,CL,5.1,363.0,2.864,6.3,Luciano González,ACTOR,-1
Whispers,SHOW,2020,39,drama,SA,6.540941965073206,21150.29081903414,1.824,6.8,Mysoon Alruwaily,ACTOR,118
Lovestruck in the City,SHOW,2020,30,drama,KR,7.6,2914.0,14.642,7.713,Ji Chang-wook,ACTOR,90
The 2nd,MOVIE,2020,93,action,US,3.8,8803.0,14.319,5.539,Ryan Phillippe,ACTOR,17
Angela's Christmas Wish,MOVIE,2020,47,animation,US,7.1,1616.0,11.446,6.4,Lucy O'Connell,ACTOR,71
Dad Wanted,MOVIE,2020,102,drama,MX,5.7,1125.0,10.766,7.5,Natalia Coronado,ACTOR,70
The Forest of Love: Deep Cut,SHOW,2020,40,drama,JP,6.9,517.0,9.441,6.8,Kippei Shiina,ACTOR,57
Girl's Revenge,MOVIE,2020,81,drama,TW,5.8,233.0,8.747,5.5,Yu-Ping Wang,ACTOR,101
Mokalik (Mechanic),MOVIE,2019,100,comedy,NG,6.3,157.0,4.132,4.9,Femi Adebayo,ACTOR,121
Jo Koy: In His Elements,MOVIE,2020,55,comedy,US,5.4,469.0,3.136,5.4,Jo Koy,ACTOR,4
Francesco De Carlo: Cose di Questo Mondo,MOVIE,2019,61,comedy,IT,6.3,118.0,2.435,6.8,Francesco De Carlo,ACTOR,182
Bhaag Beanie Bhaag,SHOW,2020,29,comedy,IN,6.540941965073206,21150.29081903414,1.727,6.2,Swara Bhasker,ACTOR,206
Merry Men 2: Another Mission,MOVIE,2019,114,comedy,NG,6.5,76.0,1.632,5.3,Damilola Adegbite,ACTOR,121
The Possessed,SHOW,2020,9,horror,KR,5.7,1109.0,1.48,10.0,Unknown,Unknown,-1
In Paradox,MOVIE,2019,95,thriller,KW,5.1,165.0,0.941,4.0,Jassim Al-Nabhan,ACTOR,-1
Out of the Clear Blue Sky,MOVIE,2019,112,drama,MX,6.5,1510.0,12.555,8.1,Omar Chaparro,ACTOR,70
Time to Hunt,MOVIE,2020,135,action,KR,6.3,6109.0,11.775,7.235,Lee Je-hoon,ACTOR,162
Criminal: Germany,SHOW,2019,44,drama,DE,7.6,5483.0,7.924,6.814,Eva Meckbach,ACTOR,169
Spirit Riding Free: Spirit of Christmas,MOVIE,2019,45,animation,US,5.2,129.0,7.026,6.9,Amber Frank,ACTOR,71
My Husband Won't Fit,SHOW,2019,35,drama,JP,6.6,883.0,6.069,5.9,Natsumi Ishibashi,ACTOR,57
"Frankenstein's Monster's Monster, Frankenstein",MOVIE,2019,32,comedy,US,5.8,2285.0,5.173,5.975,David Harbour,ACTOR,4
Isa Pa with Feelings,MOVIE,2019,102,comedy,PH,7.8,372.0,3.073,8.1,Maine Mendoza,ACTOR,107
4th Republic,MOVIE,2019,119,thriller,NG,6.3,51.0,1.973,6.7,Kate Henshaw-Nuttal,ACTOR,134
Ricardo Quevedo: los amargados somos más,MOVIE,2019,58,comedy,,7.3,116.0,1.798,8.2,Ricardo Quevedo,ACTOR,139
Money Heist: The Phenomenon,MOVIE,2020,57,documentation,ES,7.5,3584.0,30.042,7.474,Úrsula Corberó,ACTOR,137
The Bridge Curse,MOVIE,2020,87,horror,TW,6.540941965073206,21150.29081903414,19.708,6.5,JC Lin,ACTOR,190
When the Camellia Blooms,SHOW,2019,55,romance,KR,7.9,2723.0,17.243,8.2,Gong Hyo-jin,ACTOR,-1
The Yin-Yang Master: Dream of Eternity,MOVIE,2020,132,action,CN,6.4,5014.0,16.014,7.4,Mark Chao,ACTOR,44
I Hear You,SHOW,2019,45,drama,CN,7.2,687.0,10.631,7.9,Wang Yilun,ACTOR,125
Dating Around,SHOW,2019,27,reality,US,6.3,1248.0,5.949,4.7,Unknown,Unknown,26
Feo pero Sabroso,MOVIE,2019,90,comedy,CO,4.3,183.0,5.948,6.9,Iván Marín,ACTOR,189
Bheeshma,MOVIE,2020,151,action,IN,6.6,4402.0,5.625,6.24,Nithiin,ACTOR,14
Rhythm + Flow,SHOW,2019,56,reality,US,7.6,1677.0,5.259,7.7,T.I.,ACTOR,26
World Famous Lover,MOVIE,2020,156,drama,IN,5.0,3473.0,3.029,5.7,Vijay Deverakonda,ACTOR,8
Hamid,MOVIE,2019,108,drama,IN,7.7,1281.0,2.918,7.0,Talha Arshad Reshi,ACTOR,8
A Babysitter's Guide to Monster Hunting,MOVIE,2020,94,comedy,US,5.4,4475.0,28.647,6.2,Tamara Smart,ACTOR,4
Jungle Beat: The Movie,MOVIE,2020,84,comedy,MU,5.4,1134.0,13.861,7.0,David Menkin,ACTOR,-1
The Legacy of the Bones,MOVIE,2019,121,crime,ES,6.4,9415.0,11.83,6.6,Marta Etura,ACTOR,-1
Inhuman Kiss,MOVIE,2019,122,drama,TH,6.4,1917.0,9.69,6.427,Phantira Pipityakorn,ACTOR,-1
Nigerian Prince,MOVIE,2020,104,drama,US,5.9,438.0,3.446,5.4,Antonio J Bell,ACTOR,1
Milea,MOVIE,2020,99,drama,ID,6.2,622.0,2.898,5.8,Iqbaal Dhiafakhri Ramadhan,ACTOR,120
The Girl and the Gun,MOVIE,2019,80,thriller,PH,5.9,196.0,2.725,6.1,Janine Gutierrez,ACTOR,-1
Singapore Social,SHOW,2019,38,reality,US,4.6,1424.0,1.857,8.0,Mae Tan,ACTOR,26
A Love So Beautiful,SHOW,2020,23,drama,KR,6.540941965073206,21150.29081903414,39.322,8.506,Jo Hye-joo,ACTOR,90
Dorasani,MOVIE,2019,130,drama,IN,5.8,210.0,1.4,4.0,Anand Deverakonda,ACTOR,8
Latte and the Magic Waterstone,MOVIE,2019,89,comedy,BE,5.6,1042.0,21.976,6.7,Luisa Wietzorek,ACTOR,-1
A Trash Truck Christmas,MOVIE,2020,28,animation,US,5.5,231.0,10.054,6.4,Henry Keane,ACTOR,71
Possessed,SHOW,2019,64,thriller,KR,6.7,874.0,5.935,7.6,Song Sae-byuk,ACTOR,156
Clive Davis: The Soundtrack of Our Lives,MOVIE,2019,123,music,US,7.5,1074.0,5.577,6.406,Clive Davis,ACTOR,94
Cops and Robbers,MOVIE,2020,8,animation,US,6.9,21150.29081903414,4.144,6.962,Timothy Ware-Hill,ACTOR,71
Kaali Khuhi,MOVIE,2020,90,drama,IN,3.6,1313.0,3.376,4.526,Shabana Azmi,ACTOR,8
Super Monsters: The New Class,MOVIE,2020,24,animation,CA,6.540941965073206,21150.29081903414,2.764,6.5,Elyse Maloway,ACTOR,175
90 ML,MOVIE,2019,125,drama,IN,3.2,606.0,2.685,4.9,Oviya Helen,ACTOR,8
Tarung Sarung,MOVIE,2020,115,drama,ID,6.0,218.0,2.054,7.4,Panji Zoni,ACTOR,120
Bhangra Paa Le,MOVIE,2020,131,music,IN,6.3,391.0,1.963,5.3,Sunny Kaushal,ACTOR,-1
What the Love! with Karan Johar,SHOW,2020,47,reality,IO,6.540941965073206,21150.29081903414,1.805,5.3,Karan Johar,ACTOR,-1
El límite infinito,MOVIE,2020,47,documentation,AR,6.540941965073206,21150.29081903414,1.488,1.5,Jean Maggi,ACTOR,188
Put Your Head on My Shoulder,SHOW,2019,40,drama,CN,8.1,2511.0,19.555,8.0,Xing Fei,ACTOR,125
The Last Summer,MOVIE,2019,109,comedy,US,6.540941965073206,21150.29081903414,14.237,6.017,William Stead,DIRECTOR,4
"Hello, Love, Goodbye",MOVIE,2019,118,romance,PH,7.3,1145.0,9.216,6.3,Kathryn Bernardo,ACTOR,98
"Wait, My Youth",SHOW,2019,36,drama,CN,7.9,141.0,7.746,7.3,Li Jiaqi,ACTOR,125
Notes for My Son,MOVIE,2020,83,drama,AR,6.4,967.0,6.29,7.6,Valeria Bertuccelli,ACTOR,83
Happy Old Year,MOVIE,2019,113,drama,TH,7.2,2427.0,5.628,6.8,Chutimon Chuengcharoensukying,ACTOR,-1
"Berlin, Berlin",MOVIE,2020,80,comedy,DE,3.8,556.0,5.141,5.3,Felicitas Woll,ACTOR,45
Rooting for Roona,MOVIE,2020,40,documentation,IN,6.540941965073206,21150.29081903414,4.654,7.4,Akshay Shankar,DIRECTOR,79
Not a Game,MOVIE,2020,92,documentation,ES,7.0,7.0,3.058,4.7,RJ Mitte,ACTOR,137
Gather,MOVIE,2020,74,documentation,US,7.9,235.0,2.288,7.4,Nephi Craig,ACTOR,66
Perfume Imaginary Museum “Time Warp”,MOVIE,2020,53,music,JP,6.3,28.0,1.882,5.8,Ayaka Nishiwaki,ACTOR,211
Mighty Little Bheem: Diwali,SHOW,2019,6,comedy,IN,8.0,36.0,1.194,10.0,Unknown,Unknown,206
The Boss Baby: Get That Baby!,MOVIE,2020,24,comedy,US,6.540941965073206,21150.29081903414,13.187,6.6,JP Karliak,ACTOR,4
School Life,MOVIE,2019,111,comedy,FR,6.5,2966.0,9.754,7.0,Zita Hanrot,ACTOR,127
Dragons: Rescue Riders: Secrets of the Songwing,MOVIE,2020,46,animation,US,5.1,201.0,8.842,7.9,Noah Kaye Bentley,ACTOR,71
The Charming Stepmom,SHOW,2019,46,family,TH,8.0,23.0,5.469,10.0,Vill Wannarot Sonthichai,ACTOR,-1
Kandasamys: The Wedding,MOVIE,2019,98,comedy,ZA,6.0,243.0,3.441,7.1,Jailoshini Naidoo,ACTOR,102
Thackeray,MOVIE,2019,120,drama,IN,5.3,3539.0,2.587,5.1,Nawazuddin Siddiqui,ACTOR,8
Andre and His Olive Tree,MOVIE,2020,104,documentation,SG,6.6,217.0,2.473,3.5,André Chiang,ACTOR,-1
Chaman Bahar,MOVIE,2020,111,drama,IN,6.9,7214.0,2.338,4.9,Jitendra Kumar,ACTOR,8
Fadily Camara: La plus drôle de tes copines,MOVIE,2019,54,comedy,FR,5.8,53.0,2.314,6.2,Fadily Camara,ACTOR,127
Wave of Cinema: Surat Dari Timur,MOVIE,2020,57,music,ID,6.540941965073206,21150.29081903414,1.457,6.633193712829227,Glenn Fredly,ACTOR,-1
Sky High,MOVIE,2020,121,action,ES,5.5,4013.0,20.182,6.1,Miguel Herrán,ACTOR,-1
Octonauts and the Caves of Sac Actun,MOVIE,2020,72,animation,GB,6.3,201.0,11.077,6.6,Simon Greenall,ACTOR,207
Lady Driver,MOVIE,2020,104,drama,US,5.8,1706.0,10.347,6.4,Grace Van Dien,ACTOR,1
COMEDIANS of the world,SHOW,2019,30,comedy,,6.5,450.0,5.421,6.7,Unknown,Unknown,-1
Grass Is Greener,MOVIE,2019,97,documentation,US,7.1,1427.0,5.344,6.7,Snoop Dogg,ACTOR,66
My Perfect Landing,SHOW,2020,25,family,CA,6.7,206.0,4.611,7.35,Morgan Wigle,ACTOR,-1
Best of Stand-up 2020,MOVIE,2020,76,comedy,US,5.5,674.0,3.732,6.0,Jerry Seinfeld,ACTOR,4
Katherine Ryan: Glitter Room,MOVIE,2019,65,comedy,US,6.8,2054.0,3.339,6.617,Katherine Ryan,ACTOR,4
Nailed It! Spain,SHOW,2019,33,reality,US,6.540941965073206,21150.29081903414,2.937,6.8,La Terremoto de Alcorcón,ACTOR,26
Saverio Raimondo: Il Satiro Parlante,MOVIE,2019,53,comedy,IT,6.0,56.0,2.192,5.9,Saverio Raimondo,ACTOR,182
Sky Tour: The Movie,MOVIE,2020,94,music,VN,6.0,1044.0,1.255,6.633193712829227,Sơn Tùng M-TP,ACTOR,-1
We Die Young,MOVIE,2019,88,drama,BG,5.2,4662.0,13.566,6.9,Jean-Claude Van Damme,ACTOR,-1
Twin Murders: The Silence of the White City,MOVIE,2019,110,horror,ES,5.4,5661.0,11.866,5.577,Belén Rueda,ACTOR,183
Saaho,MOVIE,2019,171,thriller,IN,5.0,20644.0,6.692,6.2,Prabhas,ACTOR,13
Chico Bon Bon: Monkey with a Tool Belt,SHOW,2020,14,drama,US,6.540941965073206,21150.29081903414,6.125,7.0,Blu Bishop,ACTOR,39
Emicida: AmarElo - It's All for Yesterday,MOVIE,2020,89,music,BR,8.4,1582.0,4.628,8.7,Emicida,ACTOR,-1
Giving Voice,MOVIE,2020,90,documentation,US,6.9,306.0,3.622,6.3,Denzel Washington,ACTOR,66
London Hughes: To Catch A D*ck,MOVIE,2020,60,comedy,US,4.7,334.0,3.475,6.6,London Hughes,ACTOR,4
Dolly Kitty and Those Twinkling Stars,MOVIE,2020,120,drama,IN,5.2,7708.0,2.95,5.4,Konkona Sen Sharma,ACTOR,8
Varane Avashyamund,MOVIE,2020,145,comedy,IN,6.9,3011.0,2.765,7.0,Suresh Gopi,ACTOR,24
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,MOVIE,2019,13,documentation,US,7.1,1529.0,2.744,7.0,Aaron Paul,ACTOR,66
David Foster: Off the Record,MOVIE,2020,98,documentation,CA,7.0,621.0,2.138,7.0,Paul Anka,ACTOR,15
Paava Kadhaigal,SHOW,2020,37,drama,IN,8.0,6900.0,1.4,7.5,Unknown,Unknown,140
A Little Thing Called First Love,SHOW,2019,42,comedy,CN,7.8,453.0,16.75,9.0,Lai Guan-lin,ACTOR,-1
Girls with Balls,MOVIE,2019,77,horror,FR,3.9,3474.0,10.186,4.188,Artus,ACTOR,64
Super Monsters Furever Friends,MOVIE,2019,58,animation,,5.7,73.0,9.152,5.9,Elyse Maloway,ACTOR,111
Eye for an Eye,MOVIE,2019,107,thriller,GB,6.6,8082.0,9.137,6.677,Luis Tosar,ACTOR,116
Mo Gilligan: Momentum,MOVIE,2019,64,comedy,GB,6.4,467.0,3.608,5.0,Mo Gilligan,ACTOR,6
Cemara's Family,MOVIE,2019,110,drama,ID,7.7,867.0,3.319,8.3,Ringgo Agus Rahman,ACTOR,120
Amit Tandon: Family Tandoncies,MOVIE,2019,72,comedy,IN,7.2,270.0,1.724,5.5,Amit Tandon,ACTOR,24
All Because of You,MOVIE,2020,101,romance,MY,4.0,234.0,1.696,5.6,Hairul Azreen,ACTOR,-1
The Bridge,MOVIE,2019,115,romance,CA,5.6,41.0,0.6,6.633193712829227,Unknown,Unknown,-1
Hot Gimmick: Girl Meets Boy,MOVIE,2019,119,drama,JP,4.4,521.0,13.044,5.9,Miona Hori,ACTOR,35
Adú,MOVIE,2020,119,drama,ES,6.540941965073206,21150.29081903414,7.366,6.9,Luis Tosar,ACTOR,46
Black Beach,MOVIE,2020,115,drama,US,5.6,1671.0,5.947,5.914,Raúl Arévalo,ACTOR,1
Pegasus,MOVIE,2019,98,comedy,CN,6.3,1984.0,5.277,6.098,Shen Teng,ACTOR,148
True: Winter Wishes,MOVIE,2019,45,animation,CA,6.540941965073206,21150.29081903414,4.729,6.4,Michela Luci,ACTOR,175
Night on Earth: Shot in the Dark,MOVIE,2020,59,documentation,GB,7.6,369.0,4.525,6.8,Samira Wiley,ACTOR,73
Dark City Beneath the Beat,MOVIE,2020,65,documentation,US,6.7,153.0,3.864,7.0,TT the Artist,DIRECTOR,66
Ladies First,MOVIE,2019,39,documentation,IN,3.8,26.0,3.415,7.5,Deepika Kumari,ACTOR,79
Kenny Sebastian: The Most Interesting Person in the Room,MOVIE,2020,67,comedy,IN,6.0,1034.0,3.001,6.5,Kenny Sebastian,ACTOR,24
